Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Clearsky DHI,Clearsky DNI,DHI,GHI,DNI,Solar Zenith Angle,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2022,1,1,0,30,22.5,0,0,0,0,0,0,113.18,0.7000000000000001,0.0000,0.0000
2022,1,1,1,30,21.5,0,0,0,0,0,0,126.12,0.7000000000000001,0.0000,0.0000
2022,1,1,2,30,20.3,0,0,0,0,0,0,139.27,0.7000000000000001,0.0000,0.0000
2022,1,1,3,30,19.3,0,0,0,0,0,0,152.49,0.8,0.0000,0.0000
2022,1,1,4,30,18.6,0,0,0,0,0,0,165.52,0.9,0.0000,0.0000
2022,1,1,5,30,18.1,0,0,0,0,0,0,174.94,0.9,0.0000,0.0000
2022,1,1,6,30,17.5,0,0,0,0,0,0,165.62,0.9,0.0000,0.0000
2022,1,1,7,30,16.900000000000002,0,0,0,0,0,0,152.6,1,0.0000,0.0000
2022,1,1,8,30,16.3,0,0,0,0,0,0,139.37,1,0.0000,0.0000
2022,1,1,9,30,16,0,0,0,0,0,0,126.22,1,0.0000,0.0000
2022,1,1,10,30,15.8,0,0,0,0,0,0,113.28,1,0.0000,0.0000
2022,1,1,11,30,15.9,0,0,0,0,0,0,100.66,1,0.0000,0.0000
2022,1,1,12,30,17.900000000000002,19,15,128,15,19,128,88.24,1.6,0.0000,0.0000
2022,1,1,13,30,21.200000000000003,187,53,600,53,187,600,77.14,2.5,8.9930,6.8840
2022,1,1,14,30,24.3,376,65,797,65,376,797,67.02,3.3000000000000003,19.7444,15.3406
2022,1,1,15,30,26.6,531,68,890,68,531,890,58.69,3.9000000000000004,29.4935,23.0516
2022,1,1,16,30,27.900000000000002,631,69,935,69,631,935,53.050000000000004,4,36.0175,28.2174
2022,1,1,17,30,28.6,665,71,944,71,665,944,51,3.9000000000000004,38.2732,30.0045
2022,1,1,18,30,28.900000000000002,631,74,925,74,631,925,52.980000000000004,3.8000000000000003,36.0281,28.2264
2022,1,1,19,30,28.6,533,71,886,71,533,886,58.56,3.6,29.6258,23.1565
2022,1,1,20,30,27.700000000000003,381,63,809,63,381,809,66.85,3.2,20.0343,15.5684
2022,1,1,21,30,25.3,194,48,646,48,194,646,76.95,2.3000000000000003,9.3414,7.1532
2022,1,1,22,30,22.700000000000003,24,18,186,18,24,186,88.05,1.5,0.0000,0.0000
2022,1,1,23,30,21.400000000000002,0,0,0,0,0,0,100.44,1.5,0.0000,0.0000
2022,1,2,0,30,20.6,0,0,0,0,0,0,113.05,1.6,0.0000,0.0000
2022,1,2,1,30,20,0,0,0,0,0,0,125.99000000000001,1.7000000000000002,0.0000,0.0000
2022,1,2,2,30,19.6,0,0,0,0,0,0,139.14000000000001,1.8,0.0000,0.0000
2022,1,2,3,30,19.200000000000003,0,0,0,0,0,0,152.36,1.9000000000000001,0.0000,0.0000
2022,1,2,4,30,18.900000000000002,0,0,0,0,0,0,165.38,1.9000000000000001,0.0000,0.0000
2022,1,2,5,30,18.7,0,0,0,0,0,0,174.85,2,0.0000,0.0000
2022,1,2,6,30,18.5,0,0,0,0,0,0,165.68,2,0.0000,0.0000
2022,1,2,7,30,18.3,0,0,0,0,0,0,152.67000000000002,2,0.0000,0.0000
2022,1,2,8,30,18.1,0,0,0,0,0,0,139.45000000000002,2,0.0000,0.0000
2022,1,2,9,30,18,0,0,0,0,0,0,126.3,2,0.0000,0.0000
2022,1,2,10,30,17.8,0,0,0,0,0,0,113.34,2,0.0000,0.0000
2022,1,2,11,30,18.1,0,0,0,0,0,0,100.72,2.1,0.0000,0.0000
2022,1,2,12,30,19.8,20,16,135,16,20,135,88.28,2.8000000000000003,0.0000,0.0000
2022,1,2,13,30,22.5,188,53,609,53,188,609,77.17,3.7,9.0394,6.9191
2022,1,2,14,30,25,374,74,769,74,374,769,67.03,4.2,19.6378,15.2576
2022,1,2,15,30,27,523,88,837,93,514,809,58.67,4.3,28.5525,22.3163
2022,1,2,16,30,28.3,621,91,881,117,535,694,52.99,4.2,30.5455,23.9310
2022,1,2,17,30,29.1,654,92,891,152,549,629,50.910000000000004,4.1000000000000005,31.6079,24.7799
2022,1,2,18,30,29.400000000000002,619,91,875,91,619,875,52.86,4.1000000000000005,35.3608,27.7047
2022,1,2,19,30,29.1,522,86,832,107,501,752,58.43,4,27.8669,21.7831
2022,1,2,20,30,28.1,372,77,745,77,372,745,66.71000000000001,3.8000000000000003,19.5830,15.2197
2022,1,2,21,30,26.1,188,58,568,58,188,568,76.81,3,9.0613,6.9405
2022,1,2,22,30,24,23,18,129,18,22,119,87.92,2.4000000000000004,0.0000,0.0000
2022,1,2,23,30,22.6,0,0,0,0,0,0,100.3,2.4000000000000004,0.0000,0.0000
2022,1,3,0,30,21.8,0,0,0,0,0,0,112.92,2.5,0.0000,0.0000
2022,1,3,1,30,21.1,0,0,0,0,0,0,125.86,2.7,0.0000,0.0000
2022,1,3,2,30,20.700000000000003,0,0,0,0,0,0,139.01,3.2,0.0000,0.0000
2022,1,3,3,30,20.5,0,0,0,0,0,0,152.23,3.5,0.0000,0.0000
2022,1,3,4,30,20.5,0,0,0,0,0,0,165.25,3.7,0.0000,0.0000
2022,1,3,5,30,20.400000000000002,0,0,0,0,0,0,174.76,3.8000000000000003,0.0000,0.0000
2022,1,3,6,30,20.3,0,0,0,0,0,0,165.74,3.9000000000000004,0.0000,0.0000
2022,1,3,7,30,20.3,0,0,0,0,0,0,152.75,3.9000000000000004,0.0000,0.0000
2022,1,3,8,30,20.5,0,0,0,0,0,0,139.52,3.8000000000000003,0.0000,0.0000
2022,1,3,9,30,20.3,0,0,0,0,0,0,126.37,4.2,0.0000,0.0000
2022,1,3,10,30,19.200000000000003,0,0,0,0,0,0,113.41,4.9,0.0000,0.0000
2022,1,3,11,30,17.400000000000002,0,0,0,0,0,0,100.77,5.2,0.0000,0.0000
2022,1,3,12,30,16.3,17,15,63,15,17,63,88.32000000000001,5.300000000000001,0.0000,0.0000
2022,1,3,13,30,16.6,181,68,510,68,181,510,77.2,5.7,8.7011,6.6598
2022,1,3,14,30,17.3,378,82,758,82,378,758,67.03,5.800000000000001,19.8478,15.4208
2022,1,3,15,30,17.8,544,85,882,85,544,882,58.64,5.5,30.2239,23.6230
2022,1,3,16,30,18.400000000000002,656,85,947,85,656,947,52.93,5,37.4634,29.3514
2022,1,3,17,30,19,698,82,975,82,698,975,50.81,4.6000000000000005,40.2017,31.5182
2022,1,3,18,30,19.400000000000002,666,79,970,79,666,970,52.74,4.2,38.0647,29.8245
2022,1,3,19,30,19.200000000000003,566,72,939,72,566,939,58.29,3.7,31.5063,24.6297
2022,1,3,20,30,18.6,409,65,866,65,409,866,66.57000000000001,3.3000000000000003,21.5547,16.7543
2022,1,3,21,30,16.6,213,50,707,50,213,707,76.67,2.3000000000000003,10.2764,7.8732
2022,1,3,22,30,14.3,29,20,234,20,29,234,87.78,1.6,0.0000,0.0000
2022,1,3,23,30,13.100000000000001,0,0,0,0,0,0,100.17,1.9000000000000001,0.0000,0.0000
2022,1,4,0,30,12.600000000000001,0,0,0,0,0,0,112.78,2.3000000000000003,0.0000,0.0000
2022,1,4,1,30,12,0,0,0,0,0,0,125.73,2.6,0.0000,0.0000
2022,1,4,2,30,11.4,0,0,0,0,0,0,138.88,2.8000000000000003,0.0000,0.0000
2022,1,4,3,30,10.600000000000001,0,0,0,0,0,0,152.1,3,0.0000,0.0000
2022,1,4,4,30,9.9,0,0,0,0,0,0,165.11,3,0.0000,0.0000
2022,1,4,5,30,9.200000000000001,0,0,0,0,0,0,174.65,2.9000000000000004,0.0000,0.0000
2022,1,4,6,30,8.700000000000001,0,0,0,0,0,0,165.8,2.9000000000000004,0.0000,0.0000
2022,1,4,7,30,8.3,0,0,0,0,0,0,152.82,3,0.0000,0.0000
2022,1,4,8,30,8.1,0,0,0,0,0,0,139.6,2.9000000000000004,0.0000,0.0000
2022,1,4,9,30,8.200000000000001,0,0,0,0,0,0,126.43,3,0.0000,0.0000
2022,1,4,10,30,8.5,0,0,0,0,0,0,113.47,3,0.0000,0.0000
2022,1,4,11,30,9,0,0,0,0,0,0,100.82000000000001,3,0.0000,0.0000
2022,1,4,12,30,10.4,19,16,96,16,19,96,88.34,3.2,0.0000,0.0000
2022,1,4,13,30,13.4,185,63,553,63,185,553,77.21000000000001,3.3000000000000003,8.8928,6.8064
2022,1,4,14,30,17.2,376,82,752,82,376,752,67.02,3.2,19.7444,15.3406
2022,1,4,15,30,20.6,531,91,845,91,531,845,58.61,3.1,29.5065,23.0627
2022,1,4,16,30,22.8,630,96,885,225,468,403,52.86,2.8000000000000003,26.7348,20.9464
2022,1,4,17,30,23.700000000000003,665,98,896,277,479,319,50.71,2.4000000000000004,27.5988,21.6381
2022,1,4,18,30,24,632,94,885,217,512,486,52.6,2.4000000000000004,29.2800,22.9425
2022,1,4,19,30,24,535,89,846,211,256,86,58.15,2.6,14.2610,11.1491
2022,1,4,20,30,23.3,383,78,763,78,383,763,66.42,2.5,20.2084,15.7101
2022,1,4,21,30,21.5,197,59,592,63,192,552,76.52,2,9.2734,7.1067
2022,1,4,22,30,19.8,26,20,156,20,26,156,87.65,2,0.0000,0.0000
2022,1,4,23,30,18.7,0,0,0,0,0,0,100.02,2.4000000000000004,0.0000,0.0000
2022,1,5,0,30,17.900000000000002,0,0,0,0,0,0,112.64,2.5,0.0000,0.0000
2022,1,5,1,30,17.2,0,0,0,0,0,0,125.59,2.1,0.0000,0.0000
2022,1,5,2,30,16.2,0,0,0,0,0,0,138.75,1.5,0.0000,0.0000
2022,1,5,3,30,15.3,0,0,0,0,0,0,151.97,1.1,0.0000,0.0000
2022,1,5,4,30,14.9,0,0,0,0,0,0,164.97,0.9,0.0000,0.0000
2022,1,5,5,30,14.9,0,0,0,0,0,0,174.53,0.9,0.0000,0.0000
2022,1,5,6,30,14.8,0,0,0,0,0,0,165.84,0.9,0.0000,0.0000
2022,1,5,7,30,14.700000000000001,0,0,0,0,0,0,152.88,0.9,0.0000,0.0000
2022,1,5,8,30,14.4,0,0,0,0,0,0,139.66,0.9,0.0000,0.0000
2022,1,5,9,30,14.200000000000001,0,0,0,0,0,0,126.5,0.9,0.0000,0.0000
2022,1,5,10,30,14,0,0,0,0,0,0,113.52,0.9,0.0000,0.0000
2022,1,5,11,30,14.4,0,0,0,0,0,0,100.87,0.8,0.0000,0.0000
2022,1,5,12,30,15.8,18,15,97,13,14,50,88.38,1,0.0000,0.0000
2022,1,5,13,30,18.2,180,61,539,65,153,397,77.23,1.4000000000000001,7.3537,5.6282
2022,1,5,14,30,20.900000000000002,364,86,712,109,242,341,67.01,1.7000000000000002,12.7089,9.8744
2022,1,5,15,30,22.700000000000003,514,105,785,166,386,421,58.57,2,21.4539,16.7690
2022,1,5,16,30,23.6,611,113,823,227,449,367,52.78,2.2,25.6580,20.1033
2022,1,5,17,30,24.200000000000003,649,112,846,208,354,230,50.6,2.4000000000000004,20.4051,15.9986
2022,1,5,18,30,24.6,621,103,850,126,593,766,52.47,2.6,33.9304,26.5875
2022,1,5,19,30,24.5,528,94,819,132,433,568,58,2.8000000000000003,24.1404,18.8742
2022,1,5,20,30,23.900000000000002,379,80,743,80,379,743,66.27,2.7,20.0209,15.5664
2022,1,5,21,30,21.900000000000002,195,60,574,60,195,574,76.37,2.1,9.4288,7.2279
2022,1,5,22,30,19.5,26,19,154,19,26,154,87.51,1.7000000000000002,0.0000,0.0000
2022,1,5,23,30,18,0,0,0,0,0,0,99.88,2.2,0.0000,0.0000
2022,1,6,0,30,16.900000000000002,0,0,0,0,0,0,112.5,2.8000000000000003,0.0000,0.0000
2022,1,6,1,30,15.9,0,0,0,0,0,0,125.46000000000001,3,0.0000,0.0000
2022,1,6,2,30,15,0,0,0,0,0,0,138.61,2.8000000000000003,0.0000,0.0000
2022,1,6,3,30,14.3,0,0,0,0,0,0,151.84,2.5,0.0000,0.0000
2022,1,6,4,30,13.700000000000001,0,0,0,0,0,0,164.83,2.2,0.0000,0.0000
2022,1,6,5,30,13.200000000000001,0,0,0,0,0,0,174.41,2,0.0000,0.0000
2022,1,6,6,30,12.700000000000001,0,0,0,0,0,0,165.88,1.7000000000000002,0.0000,0.0000
2022,1,6,7,30,12.200000000000001,0,0,0,0,0,0,152.95000000000002,1.6,0.0000,0.0000
2022,1,6,8,30,11.9,0,0,0,0,0,0,139.73,1.5,0.0000,0.0000
2022,1,6,9,30,11.5,0,0,0,0,0,0,126.56,1.3,0.0000,0.0000
2022,1,6,10,30,11.100000000000001,0,0,0,0,0,0,113.57000000000001,1.1,0.0000,0.0000
2022,1,6,11,30,11.100000000000001,0,0,0,0,0,0,100.91,1,0.0000,0.0000
2022,1,6,12,30,12.5,19,15,150,15,19,150,88.4,1.4000000000000001,0.0000,0.0000
2022,1,6,13,30,15.600000000000001,189,50,631,50,189,631,77.23,1.7000000000000002,9.0840,6.9524
2022,1,6,14,30,19.1,377,64,800,64,377,800,67,2,19.8001,15.3842
2022,1,6,15,30,21.6,532,76,874,76,532,874,58.52,2.3000000000000003,29.5767,23.1186
2022,1,6,16,30,22.900000000000002,630,79,909,87,626,889,52.7,2,35.7845,28.0382
2022,1,6,17,30,23.6,665,82,916,82,665,916,50.480000000000004,1.4000000000000001,38.3489,30.0685
2022,1,6,18,30,24.1,632,81,902,81,632,902,52.32,1.2000000000000002,36.1841,28.3550
2022,1,6,19,30,24.200000000000003,536,76,864,76,536,864,57.84,1.6,29.9083,23.3855
2022,1,6,20,30,23.8,387,68,787,68,387,787,66.11,2,20.4690,15.9172
2022,1,6,21,30,21.8,201,52,625,52,201,625,76.21000000000001,1.6,9.7308,7.4616
2022,1,6,22,30,19.400000000000002,28,19,191,18,23,102,87.37,1.3,0.0000,0.0000
2022,1,6,23,30,18.3,0,0,0,0,0,0,99.74000000000001,1.4000000000000001,0.0000,0.0000
2022,1,7,0,30,17.7,0,0,0,0,0,0,112.36,1.5,0.0000,0.0000
2022,1,7,1,30,17.3,0,0,0,0,0,0,125.32000000000001,1.5,0.0000,0.0000
2022,1,7,2,30,16.900000000000002,0,0,0,0,0,0,138.48,1.6,0.0000,0.0000
2022,1,7,3,30,16.7,0,0,0,0,0,0,151.70000000000002,1.8,0.0000,0.0000
2022,1,7,4,30,16.6,0,0,0,0,0,0,164.69,1.9000000000000001,0.0000,0.0000
2022,1,7,5,30,16.400000000000002,0,0,0,0,0,0,174.27,2,0.0000,0.0000
2022,1,7,6,30,16.1,0,0,0,0,0,0,165.92000000000002,1.8,0.0000,0.0000
2022,1,7,7,30,16,0,0,0,0,0,0,153,1.6,0.0000,0.0000
2022,1,7,8,30,16,0,0,0,0,0,0,139.78,1.5,0.0000,0.0000
2022,1,7,9,30,15.9,0,0,0,0,0,0,126.61,1.4000000000000001,0.0000,0.0000
2022,1,7,10,30,15.5,0,0,0,0,0,0,113.62,1.3,0.0000,0.0000
2022,1,7,11,30,15.5,0,0,0,0,0,0,100.94,1.1,0.0000,0.0000
2022,1,7,12,30,17.3,19,15,142,14,18,131,88.42,1.5,0.0000,0.0000
2022,1,7,13,30,20.200000000000003,188,49,628,49,188,628,77.24,2.2,9.0353,6.9151
2022,1,7,14,30,22.700000000000003,377,63,803,63,377,803,66.97,2.7,19.8049,15.3883
2022,1,7,15,30,24.8,532,73,878,73,532,878,58.47,3,29.5848,23.1254
2022,1,7,16,30,26,634,77,917,77,634,917,52.61,2.9000000000000004,36.2554,28.4080
2022,1,7,17,30,26.6,673,80,930,80,673,930,50.36,2.8000000000000003,38.8277,30.4450
2022,1,7,18,30,26.8,644,78,923,78,644,923,52.17,2.5,36.8937,28.9124
2022,1,7,19,30,26.6,549,74,888,84,526,826,57.68,2.2,29.3751,22.9704
2022,1,7,20,30,25.8,399,66,816,66,399,816,65.95,1.8,21.1298,16.4334
2022,1,7,21,30,23.3,210,51,659,51,210,659,76.06,1.4000000000000001,10.1785,7.8071
2022,1,7,22,30,20.5,31,21,214,21,31,214,87.22,1.5,0.0000,0.0000
2022,1,7,23,30,18.900000000000002,0,0,0,0,0,0,99.59,2.4000000000000004,0.0000,0.0000
2022,1,8,0,30,17.5,0,0,0,0,0,0,112.22,3.2,0.0000,0.0000
2022,1,8,1,30,16.2,0,0,0,0,0,0,125.19,3.2,0.0000,0.0000
2022,1,8,2,30,15.100000000000001,0,0,0,0,0,0,138.35,3,0.0000,0.0000
2022,1,8,3,30,14.3,0,0,0,0,0,0,151.57,2.7,0.0000,0.0000
2022,1,8,4,30,13.700000000000001,0,0,0,0,0,0,164.54,2.6,0.0000,0.0000
2022,1,8,5,30,13.200000000000001,0,0,0,0,0,0,174.13,2.5,0.0000,0.0000
2022,1,8,6,30,13,0,0,0,0,0,0,165.95000000000002,2.4000000000000004,0.0000,0.0000
2022,1,8,7,30,12.8,0,0,0,0,0,0,153.06,2.3000000000000003,0.0000,0.0000
2022,1,8,8,30,12.8,0,0,0,0,0,0,139.84,2.1,0.0000,0.0000
2022,1,8,9,30,12.8,0,0,0,0,0,0,126.66,2,0.0000,0.0000
2022,1,8,10,30,12.8,0,0,0,0,0,0,113.66,1.9000000000000001,0.0000,0.0000
2022,1,8,11,30,13.200000000000001,0,0,0,0,0,0,100.97,2.1,0.0000,0.0000
2022,1,8,12,30,15.3,19,15,135,15,19,135,88.43,2.8000000000000003,0.0000,0.0000
2022,1,8,13,30,18.8,190,53,620,53,190,620,77.23,3.8000000000000003,9.1320,6.9892
2022,1,8,14,30,21.900000000000002,382,70,797,70,382,797,66.94,4.2,20.0724,15.5966
2022,1,8,15,30,24.1,539,80,876,80,539,876,58.4,4,29.9855,23.4395
2022,1,8,16,30,25.400000000000002,640,84,914,84,640,914,52.51,3.7,36.6136,28.6897
2022,1,8,17,30,26.200000000000003,678,86,925,86,678,925,50.22,3.6,39.1365,30.6884
2022,1,8,18,30,26.5,647,85,913,85,647,913,52.02,3.7,37.0881,29.0661
2022,1,8,19,30,26.200000000000003,550,82,871,82,550,871,57.51,3.8000000000000003,30.7427,24.0417
2022,1,8,20,30,25.200000000000003,396,74,785,78,389,757,65.78,3.8000000000000003,20.6272,16.0449
2022,1,8,21,30,23.3,208,59,612,64,204,574,75.9,3.3000000000000003,9.9003,7.5959
2022,1,8,22,30,21.200000000000003,33,24,180,24,33,180,87.07000000000001,3.1,0.0000,0.0000
2022,1,8,23,30,20,0,0,0,0,0,0,99.44,3.2,0.0000,0.0000
2022,1,9,0,30,19.200000000000003,0,0,0,0,0,0,112.08,3.1,0.0000,0.0000
2022,1,9,1,30,18.6,0,0,0,0,0,0,125.05,2.9000000000000004,0.0000,0.0000
2022,1,9,2,30,18.2,0,0,0,0,0,0,138.21,2.7,0.0000,0.0000
2022,1,9,3,30,18,0,0,0,0,0,0,151.43,2.6,0.0000,0.0000
2022,1,9,4,30,18.1,0,0,0,0,0,0,164.39000000000001,2.7,0.0000,0.0000
2022,1,9,5,30,18.2,0,0,0,0,0,0,173.98,2.8000000000000003,0.0000,0.0000
2022,1,9,6,30,18.1,0,0,0,0,0,0,165.97,2.6,0.0000,0.0000
2022,1,9,7,30,18,0,0,0,0,0,0,153.1,2.5,0.0000,0.0000
2022,1,9,8,30,17.8,0,0,0,0,0,0,139.89000000000001,2.3000000000000003,0.0000,0.0000
2022,1,9,9,30,17.400000000000002,0,0,0,0,0,0,126.7,2.2,0.0000,0.0000
2022,1,9,10,30,17.1,0,0,0,0,0,0,113.7,2.2,0.0000,0.0000
2022,1,9,11,30,17.2,0,0,0,0,0,0,101,2.3000000000000003,0.0000,0.0000
2022,1,9,12,30,18.7,17,15,78,15,17,78,88.44,2.9000000000000004,0.0000,0.0000
2022,1,9,13,30,21.400000000000002,176,61,521,61,176,521,77.22,3.9000000000000004,8.4597,6.4748
2022,1,9,14,30,24.1,360,79,717,100,348,633,66.91,4.6000000000000005,18.2903,14.2123
2022,1,9,15,30,26.1,513,89,807,89,513,807,58.34,4.4,28.5483,22.3168
2022,1,9,16,30,27.400000000000002,611,95,846,293,329,59,52.410000000000004,3.8000000000000003,18.8294,14.7548
2022,1,9,17,30,28.1,646,99,852,134,631,775,50.08,3.3000000000000003,36.4424,28.5770
2022,1,9,18,30,28.200000000000003,615,102,830,299,423,200,51.86,2.9000000000000004,24.2633,19.0162
2022,1,9,19,30,27.6,520,100,779,240,259,36,57.34,2.6,14.4898,11.3324
2022,1,9,20,30,26.6,372,92,678,155,163,20,65.61,2.3000000000000003,8.6545,6.7329
2022,1,9,21,30,25,192,74,479,73,73,1,75.73,1.6,3.5477,2.7228
2022,1,9,22,30,23.3,29,24,92,15,15,0,86.93,1.1,0.0000,0.0000
2022,1,9,23,30,22.400000000000002,0,0,0,0,0,0,99.29,1.1,0.0000,0.0000
2022,1,10,0,30,21.8,0,0,0,0,0,0,111.94,1,0.0000,0.0000
2022,1,10,1,30,21.1,0,0,0,0,0,0,124.91,0.8,0.0000,0.0000
2022,1,10,2,30,20.6,0,0,0,0,0,0,138.08,0.7000000000000001,0.0000,0.0000
2022,1,10,3,30,20.200000000000003,0,0,0,0,0,0,151.29,0.7000000000000001,0.0000,0.0000
2022,1,10,4,30,19.8,0,0,0,0,0,0,164.24,0.7000000000000001,0.0000,0.0000
2022,1,10,5,30,19.400000000000002,0,0,0,0,0,0,173.82,0.8,0.0000,0.0000
2022,1,10,6,30,19,0,0,0,0,0,0,165.98,0.8,0.0000,0.0000
2022,1,10,7,30,18.6,0,0,0,0,0,0,153.15,0.8,0.0000,0.0000
2022,1,10,8,30,18.3,0,0,0,0,0,0,139.93,0.8,0.0000,0.0000
2022,1,10,9,30,18.1,0,0,0,0,0,0,126.75,0.8,0.0000,0.0000
2022,1,10,10,30,17.8,0,0,0,0,0,0,113.73,0.8,0.0000,0.0000
2022,1,10,11,30,17.7,0,0,0,0,0,0,101.02,0.8,0.0000,0.0000
2022,1,10,12,30,18.7,17,15,79,15,17,79,88.45,1.1,0.0000,0.0000
2022,1,10,13,30,20.3,175,61,517,61,175,517,77.21000000000001,1.3,8.4122,6.4385
2022,1,10,14,30,22.3,361,79,718,137,302,421,66.87,1.5,15.8777,12.3381
2022,1,10,15,30,24.5,514,89,808,89,514,808,58.26,2.2,28.6164,22.3708
2022,1,10,16,30,25.700000000000003,614,95,848,99,609,833,52.29,2.7,34.8716,27.3267
2022,1,10,17,30,26,651,98,860,200,499,464,49.94,2.9000000000000004,28.8338,22.6114
2022,1,10,18,30,25.900000000000002,621,95,849,216,502,461,51.69,2.9000000000000004,28.8142,22.5842
2022,1,10,19,30,25.400000000000002,529,89,811,155,409,468,57.17,2.8000000000000003,22.9016,17.9126
2022,1,10,20,30,24.400000000000002,383,80,730,24,24,1,65.44,2.4000000000000004,1.2759,0.9928
2022,1,10,21,30,22.8,201,61,560,40,42,9,75.57000000000001,1.8,2.0438,1.5691
2022,1,10,22,30,21.3,33,24,160,10,10,0,86.77,1.8,0.0000,0.0000
2022,1,10,23,30,20.3,0,0,0,0,0,0,99.14,2.4000000000000004,0.0000,0.0000
2022,1,11,0,30,19.3,0,0,0,0,0,0,111.79,3,0.0000,0.0000
2022,1,11,1,30,18.1,0,0,0,0,0,0,124.77,3.5,0.0000,0.0000
2022,1,11,2,30,16.8,0,0,0,0,0,0,137.94,4,0.0000,0.0000
2022,1,11,3,30,15.5,0,0,0,0,0,0,151.16,4.2,0.0000,0.0000
2022,1,11,4,30,14.700000000000001,0,0,0,0,0,0,164.09,4.3,0.0000,0.0000
2022,1,11,5,30,14.200000000000001,0,0,0,0,0,0,173.66,4.3,0.0000,0.0000
2022,1,11,6,30,14,0,0,0,0,0,0,165.99,4.2,0.0000,0.0000
2022,1,11,7,30,13.8,0,0,0,0,0,0,153.18,4.2,0.0000,0.0000
2022,1,11,8,30,13.5,0,0,0,0,0,0,139.97,4.2,0.0000,0.0000
2022,1,11,9,30,12.9,0,0,0,0,0,0,126.78,4.1000000000000005,0.0000,0.0000
2022,1,11,10,30,12.100000000000001,0,0,0,0,0,0,113.76,4,0.0000,0.0000
2022,1,11,11,30,11.200000000000001,0,0,0,0,0,0,101.03,4,0.0000,0.0000
2022,1,11,12,30,11.4,19,16,125,16,19,125,88.44,4.3,0.0000,0.0000
2022,1,11,13,30,13.200000000000001,189,54,609,54,189,609,77.18,4.7,9.0869,6.9553
2022,1,11,14,30,16.1,384,72,792,72,384,792,66.82000000000001,4.9,20.1969,15.6952
2022,1,11,15,30,19,544,83,875,83,544,875,58.18,4.7,30.2996,23.6877
2022,1,11,16,30,20.900000000000002,649,87,916,87,649,916,52.17,4.4,37.1801,29.1369
2022,1,11,17,30,22,690,88,932,88,690,932,49.78,4.3,39.8936,31.2860
2022,1,11,18,30,22.400000000000002,661,86,924,86,661,924,51.51,4.3,37.9676,29.7603
2022,1,11,19,30,22.1,566,82,889,82,566,889,56.980000000000004,4.3,31.7235,24.8148
2022,1,11,20,30,21.200000000000003,414,74,813,74,414,813,65.26,4.3,22.0395,17.1512
2022,1,11,21,30,19.3,223,58,654,58,223,654,75.4,3.8000000000000003,10.8672,8.3455
2022,1,11,22,30,17.3,39,26,228,26,39,228,86.62,3.4000000000000004,0.0000,0.0000
2022,1,11,23,30,16,0,0,0,0,0,0,98.99000000000001,3.3000000000000003,0.0000,0.0000
2022,1,12,0,30,15.100000000000001,0,0,0,0,0,0,111.65,3,0.0000,0.0000
2022,1,12,1,30,14.3,0,0,0,0,0,0,124.63000000000001,2.7,0.0000,0.0000
2022,1,12,2,30,13.8,0,0,0,0,0,0,137.8,2.6,0.0000,0.0000
2022,1,12,3,30,13.5,0,0,0,0,0,0,151.02,2.6,0.0000,0.0000
2022,1,12,4,30,13.3,0,0,0,0,0,0,163.94,2.5,0.0000,0.0000
2022,1,12,5,30,13.3,0,0,0,0,0,0,173.48,2.5,0.0000,0.0000
2022,1,12,6,30,13.4,0,0,0,0,0,0,165.99,2.5,0.0000,0.0000
2022,1,12,7,30,13.5,0,0,0,0,0,0,153.21,2.6,0.0000,0.0000
2022,1,12,8,30,13.5,0,0,0,0,0,0,140.01,2.7,0.0000,0.0000
2022,1,12,9,30,13.3,0,0,0,0,0,0,126.81,2.7,0.0000,0.0000
2022,1,12,10,30,13.100000000000001,0,0,0,0,0,0,113.78,2.7,0.0000,0.0000
2022,1,12,11,30,13.200000000000001,0,0,0,0,0,0,101.04,2.7,0.0000,0.0000
2022,1,12,12,30,14.8,18,15,106,15,17,91,88.44,3.3000000000000003,0.0000,0.0000
2022,1,12,13,30,17.6,188,58,583,58,188,583,77.16,3.9000000000000004,9.0400,6.9196
2022,1,12,14,30,19.700000000000003,381,78,769,78,381,769,66.76,3.8000000000000003,20.0488,15.5810
2022,1,12,15,30,20.900000000000002,540,89,854,105,529,802,58.09,3.5,29.4784,23.0466
2022,1,12,16,30,21.700000000000003,646,94,898,94,646,898,52.050000000000004,3.2,37.0263,29.0174
2022,1,12,17,30,22.700000000000003,686,95,913,119,665,843,49.620000000000005,3,38.4705,30.1713
2022,1,12,18,30,23.400000000000002,656,94,900,184,519,536,51.33,2.8000000000000003,29.8322,23.3848
2022,1,12,19,30,23.3,560,90,858,112,537,777,56.800000000000004,2.6,30.1255,23.5667
2022,1,12,20,30,22.400000000000002,407,82,772,82,407,772,65.08,2.3000000000000003,21.6959,16.8864
2022,1,12,21,30,20.400000000000002,218,64,603,91,192,397,75.23,1.8,9.3701,7.1980
2022,1,12,22,30,18.400000000000002,38,26,193,25,25,4,86.46000000000001,1.6,0.0000,0.0000
2022,1,12,23,30,17.7,0,0,0,0,0,0,98.83,1.9000000000000001,0.0000,0.0000
2022,1,13,0,30,17.3,0,0,0,0,0,0,111.5,2.1,0.0000,0.0000
